OBJECTID *,Survey Type,Leak Location,Leak Grade,Marked Flag,Leak Located,Probable Source,Gas In,Surface Type,CGI Test Gas,CGI Test LEL,CGI Test PPM,Detected By,Meter Number,Confirm Meter Number,House Number,Street,Street 2,Apt/Suite,City,Comments,Survey Year,Survey Contractor,Grade 1 Notification,PRESSURETY,CreationDa,Creator,EditDate,Editor,NOTIFICATION,REPORTNUMBER,NOTSTATUS,Work Location,X,Y
23143,3 Year,Underground,Grade 3,Yes,Service Riser,Service,10' - 20' FRM Building,Unsurfaced,<Null>,<Null>,41,Flame Pack,cz5520,cz5520,2801,2nd Ave S ,<Null>,200,<Null>,<Null>,2020,Southern Cross,<Null>,<Null>,4/24/20 13:40,Vladimere.Bohemond1,4/24/20 13:40,Vladimere.Bohemond1,10582008,9200023143,<Null>,<Null>,-86.791748,33.515832
23154,3 Year,Underground,Grade 2,Yes,<Null>,Main,Curb,Concrete,<Null>,47,<Null>,Flame Pack,<Null>,<Null>,2900,4th ave S,<Null>,<Null>,<Null>,<Null>,2020,Southern Cross,<Null>,<Null>,4/24/20 15:16,Vladimere.Bohemond1,4/24/20 15:16,Vladimere.Bohemond1,10582014,9200023154,<Null>,<Null>,-86.78967,33.515142
23394,3 Year,Underground,Grade 3,Yes,<Null>,Main,Street,Concrete,<Null>,2,<Null>,<Null>,<Null>,<Null>,509,40th st S ,<Null>,<Null>,Birmingham,<Null>,2020,Southern Cross,<Null>,<Null>,4/28/20 13:21,Vladimere.Bohemond1,4/28/20 13:21,Vladimere.Bohemond1,10582265,9200023394,<Null>,<Null>,-86.773976,33.520622
23405,3 Year,Underground,Grade 3,Yes,Service Riser,Service,<Null>,Unsurfaced,<Null>,<Null>,50,Soap,BA381129,BA381129,101,10th Ave S,<Null>,44A,Phoenix city ,Apt/Suite 44A,2020,Southern Cross,<Null>,<Null>,4/28/20 14:26,Quentin.Seawright1,4/28/20 14:26,Quentin.Seawright1,10582268,9200023405,<Null>,<Null>,-85.003932,32.445216
23406,5 Year,Underground,Grade 3,Yes,Service Riser,Service,<Null>,Unsurfaced,<Null>,<Null>,50,Soap,BA376390,BA376390,30A,10TH AVE S,<Null>,<Null>,Phoenix city,<Null>,2020,Southern Cross,<Null>,<Null>,4/28/20 14:39,Quentin.Seawright1,4/28/20 14:39,Quentin.Seawright1,10582269,9200023406,<Null>,<Null>,-85.004269,32.444871
23422,3 Year,Underground,Grade 3,Yes,Service Cock,Service,<Null>,Unsurfaced,<Null>,<Null>,50,Soap,BA692708,BA692708,1114,16th Ave,<Null>,<Null>,Phenix City ,<Null>,2020,Southern Cross,<Null>,<Null>,4/28/20 16:23,joshua.stroud1,4/28/20 16:23,joshua.stroud1,10582271,9200023422,<Null>,<Null>,-85.014959,32.468157
23495,3 Year,Underground,Grade 2,Yes,<Null>,Main,<Null>,<Null>,<Null>,36,<Null>,<Null>,<Null>,<Null>,3325,altamont rd S ,<Null>,<Null>,Birmingham,leak is coming from under previous laid asphalt,2020,Southern Cross,<Null>,<Null>,4/30/20 20:10,Vladimere.Bohemond1,4/30/20 20:10,Vladimere.Bohemond1,10582300,9200023495,<Null>,<Null>,-86.77581,33.504117
23771,3 Year,Underground,Grade 1,<Null>,<Null>,Main,Foundation,Concrete,<Null>,<Null>,50,Odor,no meter,<Null>,314,11th ,<Null>,<Null>,Phoenix city ,<Null>,2020,Southern Cross,<Null>,<Null>,5/7/20 14:55,Quentin.Seawright1,5/7/20 14:55,Quentin.Seawright1,<Null>,9200023771,<Null>,<Null>,-85.008487,32.451727
23814,3 Year,Underground,Grade 1,Yes,<Null>,Main,<10' FRM Building,Unsurfaced,2,<Null>,<Null>,CGI,<Null>,<Null>,907,S Seale Road,<Null>,<Null>,Phenix City ,<Null>,2020,Southern Cross,<Null>,<Null>,5/8/20 18:15,joshua.stroud1,5/8/20 18:15,joshua.stroud1,<Null>,9200023814,<Null>,<Null>,-85.013708,32.428341
23884,3 Year,Underground,Grade 2,Yes,<Null>,Main,Curb,Unsurfaced,8,<Null>,<Null>,CGI,<Null>,<Null>,100,28th Ave,<Null>,<Null>,<Null>,<Null>,2020,Southern Cross,<Null>,<Null>,5/12/20 19:14,joshua.stroud1,5/12/20 19:14,joshua.stroud1,10582836,9200023884,<Null>,<Null>,-85.03306,32.464396
24174,5 Year,Underground,Grade 3,No,Service Cock,<Null>,<Null>,<Null>,<Null>,4,402,CGI,<Null>,<Null>,6021,Martin Luther Ave,<Null>,<Null>,<Null>,<Null>,2020,Southern Cross,<Null>,<Null>,5/27/20 13:56,Joel.Gibson1,5/27/20 13:57,Joel.Gibson1,10583315,9200024174,<Null>,<Null>,-86.931317,33.442104
24185,5 Year,Underground,Grade 3,No,<Null>,Service,<10' FRM Building,Concrete,<Null>,3,484,CGI,<Null>,<Null>,5924,Patton Ave,<Null>,<Null>,<Null>,<Null>,2020,Southern Cross,<Null>,<Null>,5/27/20 16:03,Joel.Gibson1,5/27/20 16:04,Joel.Gibson1,10583318,9200024185,<Null>,<Null>,-86.929335,33.440619
24186,5 Year,Underground,Grade 3,No,Service Riser,<Null>,<Null>,Unsurfaced,14,80,<Null>,CGI,<Null>,<Null>,5905,Patton Ave,<Null>,<Null>,<Null>,<Null>,2020,Southern Cross,<Null>,<Null>,5/27/20 16:12,Joel.Gibson1,5/27/20 16:12,Joel.Gibson1,10583319,9200024186,<Null>,<Null>,-86.928501,33.440361
24193,5 Year,Underground,Grade 3,No,Service Riser,<Null>,<Null>,Unsurfaced,<Null>,4,129,Soap,<Null>,<Null>,6028,Jesse Owens Ave,<Null>,<Null>,<Null>,<Null>,2020,Southern Cross,<Null>,<Null>,5/27/20 18:24,Joel.Gibson1,5/27/20 18:25,Joel.Gibson1,10583320,9200024193,<Null>,<Null>,-86.93184,33.439763
24212,5 Year,Underground,Grade 3,No,Service Riser,Service,<Null>,<Null>,<Null>,4,242,CGI,<Null>,<Null>,5832,Martin Luther Ave ,<Null>,<Null>,<Null>,<Null>,2020,Southern Cross,<Null>,<Null>,5/29/20 12:34,Joel.Gibson1,5/29/20 12:34,Joel.Gibson1,10583324,9200024212,<Null>,<Null>,-86.927907,33.442406
24330,5 Year,Underground,Grade 3,No,Service,Service,<Null>,Unsurfaced,<Null>,<Null>,245,Soap,<Null>,<Null>,3718,CHALYBE WALK,<Null>,<Null>,<Null>,245 PPM,2020,Southern Cross,<Null>,<Null>,6/2/20 12:48,leighton.landrum1,6/2/20 12:49,leighton.landrum1,10584133,9200024330,<Null>,<Null>,-86.887479,33.399979
24333,5 Year,Underground,Grade 3,No,Service,Service,<Null>,<Null>,<Null>,4,242,CGI,<Null>,<Null>,2815,Fairfax Ave,<Null>,<Null>,<Null>,Riser Only; 4% LEL,2020,Southern Cross,<Null>,<Null>,6/2/20 13:22,Joel.Gibson1,6/2/20 13:22,Joel.Gibson1,10584134,9200024333,<Null>,<Null>,-86.934322,33.406771
24339,5 Year,Underground,Grade 3,Yes,Service Riser,Service,<10' FRM Building,Concrete,<Null>,10,423,CGI,<Null>,<Null>,3201,Fairfax Ave ,<Null>,<Null>,<Null>,10% LEL,2020,Southern Cross,<Null>,<Null>,6/2/20 16:31,Joel.Gibson1,6/2/20 16:31,Joel.Gibson1,10584136,9200024339,<Null>,<Null>,-86.930963,33.410849
24656,5 Year,Underground,Grade 3,No,<Null>,Service,<10' FRM Building,Concrete,<Null>,52,432,CGI,BA664517,BA664517,725,32ND CT S,<Null>,<Null>,<Null>,52% LEL,2020,Southern Cross,<Null>,<Null>,6/10/20 12:29,Joel.Gibson1,6/10/20 12:29,Joel.Gibson1,10584147,9200024656,<Null>,<Null>,-86.928863,33.408599
24971,5 Year,Underground,Grade 3,No,Service Riser,Service,<Null>,Unsurfaced,<Null>,4,<Null>,CGI,<Null>,<Null>,3324,SHORT AVENUE D,<Null>,<Null>,<Null>,4% LEL,2020,Southern Cross,<Null>,<Null>,6/15/20 15:57,Joel.Gibson1,6/15/20 16:00,Joel.Gibson1,10584153,9200024971,<Null>,<Null>,-86.925778,33.414917
24974,5 Year,Underground,Grade 3,Yes,<Null>,Main,Street,Tar Mix,<Null>,80,<Null>,CGI,<Null>,<Null>,3328,AVENUE E,<Null>,<Null>,<Null>,80% LEL,2020,Southern Cross,<Null>,<Null>,6/15/20 17:43,Joel.Gibson1,6/15/20 17:43,Joel.Gibson1,10584154,9200024974,<Null>,<Null>,-86.924621,33.414881
24993,5 Year,Underground,Grade 3,No,Service Riser,<Null>,<10' FRM Building,Unsurfaced,<Null>,8,332,Soap,<Null>,<Null>,222,30TH ST S,<Null>,<Null>,<Null>,8% LEL,2020,Southern Cross,<Null>,<Null>,6/16/20 17:49,Joel.Gibson1,6/16/20 17:50,Joel.Gibson1,10584158,9200024993,<Null>,<Null>,-86.937711,33.411053
24999,5 Year,Underground,Grade 1,Yes,<Null>,Main,<10' FRM Building,Tar Mix,6,<Null>,<Null>,CGI,ba824412,<Null>,5416,WINTERGREEN AVE,<Null>,<Null>,Bessemer,<Null>,2020,Southern Cross,<Null>,<Null>,6/17/20 13:40,leighton.landrum1,6/17/20 14:02,leighton.landrum1,<Null>,9200024999,<Null>,<Null>,-86.91441,33.443234
25002,5 Year,Underground,Grade 3,No,Service Riser,<Null>,<Null>,Unsurfaced,<Null>,4,332,CGI,<Null>,<Null>,316,30TH ST S,<Null>,<Null>,<Null>,4% LEL,2020,Southern Cross,<Null>,<Null>,6/17/20 16:30,Joel.Gibson1,6/17/20 16:32,Joel.Gibson1,10584161,9200025002,<Null>,<Null>,-86.936448,33.41034
25009,5 Year,Underground,Grade 3,No,Service Riser,Service,<10' FRM Building,Unsurfaced,<Null>,12,442,CGI,BA769659,BA769659,3408,SOLES CT,<Null>,<Null>,<Null>,12% LEL,2020,Southern Cross,<Null>,<Null>,6/18/20 13:51,Joel.Gibson1,6/18/20 13:53,Joel.Gibson1,10584163,9200025009,<Null>,<Null>,-86.932246,33.415789
25370,5 Year,Underground,Grade 1,Yes,<Null>,Fuel Line,<Null>,Unsurfaced,<Null>,<Null>,108,Soap,<Null>,<Null>,5116,JUANITA CIR,<Null>,<Null>,<Null>,<1% LEL,2020,Southern Cross,<Null>,<Null>,7/6/20 13:20,leighton.landrum1,7/6/20 15:24,leighton.landrum1,<Null>,9200025370,<Null>,<Null>,-86.91898,33.448989
25939,5 Year,Underground,Grade 1,No,<Null>,Service,Foundation,Unsurfaced,47,<Null>,<Null>,Flame Pack,<Null>,<Null>,2071,ROSS PARK WAY,<Null>,<Null>,<Null>,<Null>,2020,Southern Cross,<Null>,<Null>,7/14/20 14:57,Elix.Motley1,7/14/20 15:42,Elix.Motley1,<Null>,9200025939,<Null>,<Null>,-86.886429,33.39773
25969,5 Year,Underground,Grade 3,Yes,Service Riser,Service,<10' FRM Building,Unsurfaced,<Null>,2,<Null>,Flame Pack,BA697499 ,BA697499 ,3941,BUTLER SPRINGS WAY,<Null>,<Null>,<Null>,2% LEL,2020,Southern Cross,<Null>,<Null>,7/15/20 18:37,Elix.Motley1,7/15/20 18:37,Elix.Motley1,<Null>,9200025969,<Null>,<Null>,-86.887748,33.392967
