,Unnamed: 0,Time Stamp,CH4 (ppm),C2H6 (ppb),R,C2/C1,ch4Enhcmt,totDist,length,lrate,npeaks,Latitude,Longitude,POLYGON,LEAKNUM,PolyLK
6,6,08/11/2020 23:57:29.219,2.15922,5.867999999999999,0.773,0.064,0.07200000000000001,2.1,5,0.0,2,33.64203644,-86.66570282,P34,6,P34L6
7,7,08/12/2020 00:07:49.148,2.14908,7.002999999999999,0.8370000000000001,0.032,0.08800000000000001,80.9,11,1.0,2,33.64536285,-86.67827606,P34,7,P34L7
8,8,08/21/2020 00:31:01.865,2.24149,2.415,0.812,0.006999999999999999,0.24100000000000002,85.6,11,1.4,2,33.64199829,-86.6789093,P34,8,P34L8
9,9,07/28/2020 00:19:49.731,1.9958900000000002,9.115,0.804,0.015,0.006,62.3,5,0.1,1,33.63836288,-86.68231964,P34,9,P34L9
10,10,07/28/2020 00:26:32.368,2.07712,4.809,0.7340000000000001,0.005,0.106,62.9,5,0.5,1,33.63973236,-86.66915894,P34,10,P34L10
11,11,07/28/2020 00:26:56.944,2.03145,5.825,0.7509999999999999,0.045,0.06,13.3,8,0.0,1,33.63925171,-86.66818237,P34,11,P34L11
12,12,07/28/2020 00:43:24.284,2.4815,3.563,0.853,0.005,0.495,67.9,5,3.5,1,33.64028168,-86.68189240000001,P34,12,P34L12
13,13,07/28/2020 00:53:04.892,2.1819,3.125,0.79,0.006999999999999999,0.19399999999999998,62.2,6,0.8,1,33.64024353,-86.68022919,P34,13,P34L13
14,14,08/11/2020 23:42:36.905,2.1257200000000003,8.461,0.9420000000000001,0.025,0.141,409.9,8,0.1,1,33.63450241,-86.68319702,P34,14,P34L14
15,15,08/11/2020 23:54:48.348,2.65971,10.569,0.9159999999999999,0.01,0.616,112.9,9,13.5,1,33.64193344,-86.66631317,P34,15,P34L15
16,16,08/11/2020 23:56:31.772,2.8165400000000003,12.064,0.953,0.01,0.773,84.2,7,7.8,1,33.64196014,-86.66519165,P34,16,P34L16
17,17,08/11/2020 23:59:51.555,2.33892,10.042,0.973,0.015,0.298,105.2,16,3.2,1,33.64126205,-86.6732254,P34,17,P34L17
18,18,08/12/2020 00:06:03.472,2.18696,7.837000000000001,0.845,0.026000000000000002,0.128,58.2,5,1.1,1,33.64476776,-86.67736053,P34,18,P34L18
19,19,08/12/2020 00:06:42.384,2.18302,8.02,0.9279999999999999,0.032,0.11800000000000001,74.5,12,0.7,1,33.64422226,-86.67734528,P34,19,P34L19
20,20,08/12/2020 00:10:03.497,2.16151,5.39,0.7509999999999999,0.016,0.11900000000000001,81.6,7,1.2,1,33.6447525,-86.68203735,P34,20,P34L20
21,21,08/12/2020 00:13:07.817,2.53241,7.662999999999999,0.86,0.006,0.49200000000000005,158.0,16,13.5,1,33.64462662,-86.67939758,P34,21,P34L21
22,22,08/12/2020 00:21:34.697,2.06377,4.613,0.904,0.016,0.019,117.9,8,0.2,1,33.63730621,-86.68380737,P34,22,P34L22
23,23,08/21/2020 00:07:19.836,1.99948,6.817,0.966,0.07,0.057,33.5,18,0.1,1,33.63465118,-86.66233063,P34,23,P34L23
24,24,08/21/2020 00:07:41.443,2.2271900000000002,4.706,0.868,0.005,0.284,217.9,14,6.1,1,33.63661575,-86.66094971,P34,24,P34L24
0,0,07/28/2020 02:28:30.384,2.94612,12.663,0.925,0.004,0.953,162.4,18,76.4,3,33.65069199,-86.66386414,P35,0,P35L0
1,1,07/28/2020 02:11:42.972,2.80185,15.908,0.846,0.003,0.8390000000000001,160.8,16,19.2,5,33.64289093,-86.67004395,P35,1,P35L1
2,2,07/28/2020 02:22:14.166,71.78399999999999,368.36800000000005,1.0,0.005,69.781,225.1,20,0.1,3,33.64752579,-86.66325378,P35,2,P35L2
3,3,08/12/2020 02:00:05.368,5.47475,17.737000000000002,0.998,0.006,3.428,210.4,17,53.7,1,33.65042877,-86.66547394,P35,3,P35L3
4,4,07/28/2020 01:53:24.118,2.35612,9.262,0.8490000000000001,0.005,0.345,138.7,13,7.6,1,33.65200043,-86.66092682,P35,4,P35L4
5,5,07/28/2020 02:02:09.430,2.16891,8.437000000000001,0.767,0.006,0.20199999999999999,74.0,6,1.5,1,33.64994812,-86.66586304,P35,5,P35L5
6,6,07/28/2020 02:18:11.273,4.41828,20.136,0.992,0.003,2.41,140.7,19,23.0,1,33.64465332,-86.66549683,P35,6,P35L6
7,7,07/28/2020 02:26:19.209,2.00787,8.544,0.8390000000000001,0.055999999999999994,0.015,34.4,6,0.1,1,33.64610672,-86.66224670000001,P35,7,P35L7
8,8,07/28/2020 02:30:01.724,2.0857099999999997,8.482000000000001,0.747,0.017,0.034,81.6,8,0.2,1,33.6512146,-86.65917206,P35,8,P35L8
9,9,07/28/2020 02:33:39.017,2.60335,6.904,0.941,0.006,0.602,205.4,19,17.2,1,33.6436348,-86.67961121,P35,9,P35L9
10,10,08/12/2020 02:14:53.585,2.66649,0.027999999999999997,0.9740000000000001,0.011000000000000001,0.499,104.0,20,2.8,1,33.6472435,-86.67199707,P35,10,P35L10
11,11,08/12/2020 02:24:44.536,17.0492,99.706,1.0,0.006999999999999999,14.772,275.1,21,0.1,1,33.64004135,-86.66974640000001,P35,11,P35L11
12,12,08/12/2020 02:30:01.361,2.34678,6.414,0.996,0.032,0.035,67.2,7,0.4,1,33.64208603,-86.68133545,P35,12,P35L12
13,13,08/21/2020 00:49:58.096,2.01835,-4.596,0.995,0.032,0.006999999999999999,2349.5,8,0.1,1,33.6420517,-86.65676117,P35,13,P35L13
14,14,08/24/2020 21:28:52.816,2.00399,12.505999999999998,0.983,0.048,0.12,128.2,21,0.7,1,33.64504623,-86.66933441,P35,14,P35L14
15,15,08/24/2020 21:44:11.651,1.97353,5.39,0.925,0.027999999999999997,0.08199999999999999,237.4,16,1.5,1,33.64026642,-86.67344666,P35,15,P35L15
0,0,07/28/2020 03:58:20.038,2.40899,7.999,0.887,0.015,0.428,59.0,7,5.4,3,33.62270355,-86.66812897,P36,0,P36L0
1,1,08/26/2020 22:27:32.726,2.90318,5.016,0.935,0.005,1.041,216.9,19,21.9,8,33.62657547,-86.65382385,P36,1,P36L1
2,2,08/24/2020 22:40:33.206,3.2894099999999997,9.092,0.988,0.005,1.44,125.4,18,8.7,2,33.62799072,-86.65218353,P36,2,P36L2
3,3,07/28/2020 03:30:44.537,2.2782299999999998,13.994000000000002,0.816,0.008,0.264,183.4,18,4.5,3,33.63077545,-86.65011597,P36,3,P36L3
4,4,07/28/2020 03:34:34.937,2.84658,17.667,0.9570000000000001,0.01,0.831,269.8,20,65.0,2,33.63125992,-86.65000153,P36,4,P36L4
5,5,07/28/2020 03:38:20.217,2.47631,14.850999999999999,0.861,0.004,0.442,103.4,5,11.4,1,33.62638474,-86.65433502,P36,5,P36L5
6,6,08/26/2020 23:12:49.500,3.38594,12.155,0.9940000000000001,0.008,1.5290000000000001,217.9,15,29.0,5,33.62788773,-86.65917969,P36,6,P36L6
7,7,08/26/2020 23:14:49.308,2.67607,5.973,0.982,0.008,0.8170000000000001,154.0,14,10.8,4,33.62794876,-86.66231537,P36,7,P36L7
8,8,08/26/2020 22:22:36.585,2.47425,3.8,0.919,0.006,0.608,199.0,21,4.2,2,33.62950134,-86.66618347,P36,8,P36L8
9,9,07/28/2020 03:19:05.145,3.10926,19.317,0.9840000000000001,0.006,1.093,122.6,20,5.9,1,33.62228394,-86.65111542,P36,9,P36L9
10,10,07/28/2020 03:25:18.905,5.50544,16.499000000000002,0.961,0.001,3.5010000000000003,133.2,29,19.6,1,33.63091278,-86.64517212,P36,10,P36L10
11,11,07/28/2020 03:28:48.825,2.03837,14.937999999999999,0.846,0.098,0.031,49.6,5,0.1,1,33.62994003,-86.65088654,P36,11,P36L11
12,12,08/24/2020 22:39:26.544,2.0884099999999997,3.885,0.753,0.01,0.239,117.1,16,1.7,1,33.62779236,-86.64898682,P36,12,P36L12
13,13,08/24/2020 22:39:59.414,1.90055,4.044,0.873,0.062,0.051,60.1,11,0.2,1,33.628349299999996,-86.65021515,P36,13,P36L13
14,14,08/24/2020 23:14:35.062,2.1097200000000003,-0.5660000000000001,0.723,0.006999999999999999,0.239,5.4,5,0.1,1,33.62350082,-86.66378021,P36,14,P36L14
15,15,08/26/2020 22:26:34.358,1.89352,0.392,0.799,0.06,0.033,107.0,6,0.2,1,33.62368774,-86.66201019,P36,15,P36L15
16,16,08/26/2020 22:42:15.209,1.8731799999999998,0.39399999999999996,0.7879999999999999,0.053,0.019,55.0,6,0.1,1,33.62861633,-86.64756775,P36,16,P36L16
17,17,08/26/2020 23:13:29.436,1.98249,2.177,0.8420000000000001,0.018000000000000002,0.125,63.3,10,0.4,1,33.62385941,-86.66145325,P36,17,P36L17
18,18,08/26/2020 23:16:19.420,2.14357,1.999,0.8220000000000001,0.006999999999999999,0.28,244.1,13,5.7,1,33.62678528,-86.66737366,P36,18,P36L18
0,0,08/24/2020 23:29:08.944,2.73977,-4.06,0.982,0.005,0.8640000000000001,237.2,14,37.6,2,33.62666702,-86.65357971,P37,0,P37L0
1,1,08/27/2020 00:06:08.886,6.12815,26.857,0.998,0.006,4.271,170.4,21,31.1,3,33.636367799999995,-86.63703156,P37,1,P37L1
2,2,08/26/2020 23:48:40.105,2.2634,13.75,0.9129999999999999,0.009000000000000001,0.366,197.9,14,6.7,2,33.63116074,-86.65003967,P37,2,P37L2
3,3,09/02/2020 20:00:20.360,2.18498,10.931,0.828,0.009000000000000001,0.28600000000000003,112.5,11,6.3,3,33.64283371,-86.64628601,P37,3,P37L3
4,4,09/02/2020 21:04:36.129,2.14767,15.275,0.9309999999999999,0.018000000000000002,0.20199999999999999,237.5,16,5.4,2,33.6319809,-86.64945984,P37,4,P37L4
5,5,09/02/2020 20:20:14.856,2.10893,8.11,0.9640000000000001,0.02,0.18600000000000003,135.4,17,1.8,2,33.63151169,-86.64808655,P37,5,P37L5
6,6,08/24/2020 23:28:38.019,2.0868599999999997,-6.428,0.88,0.011000000000000001,0.21100000000000002,250.9,15,12.9,1,33.62420273,-86.65834808,P37,6,P37L6
7,7,08/25/2020 00:14:51.011,1.9136799999999998,-6.412999999999999,0.851,0.047,0.024,79.0,5,0.0,1,33.63362503,-86.647995,P37,7,P37L7
8,8,08/26/2020 23:48:13.481,1.99485,11.344000000000001,0.716,0.005,0.098,76.2,5,0.5,1,33.62828445,-86.6521225,P37,8,P37L8
9,9,08/27/2020 00:35:47.267,2.25868,10.797,0.8959999999999999,0.01,0.35100000000000003,108.9,19,2.4,1,33.62906647,-86.65699768,P37,9,P37L9
10,10,08/27/2020 00:49:46.332,1.9195099999999998,2.004,0.8059999999999999,0.083,0.031,0.7,5,0.1,1,33.6341362,-86.647995,P37,10,P37L10
11,11,09/02/2020 19:58:05.192,2.00431,9.865,0.975,0.046,0.105,1134.9,8,0.1,1,33.64987183,-86.63600159,P37,11,P37L11
12,12,09/02/2020 20:02:39.624,2.03294,10.014,0.726,0.024,0.054000000000000006,23.5,5,0.0,1,33.64080811,-86.65019989,P37,12,P37L12
13,13,09/02/2020 20:08:59.732,2.25463,10.839,0.855,0.006999999999999999,0.295,204.5,16,3.1,1,33.63422775,-86.6530838,P37,13,P37L13
14,14,09/02/2020 20:15:41.243,2.15846,14.744000000000002,0.987,0.04,0.221,125.8,22,0.7,1,33.63418198,-86.65258789,P37,14,P37L14
15,15,09/02/2020 20:16:42.683,1.97777,7.415,0.903,0.037000000000000005,0.05,139.8,15,0.4,1,33.63248825,-86.65481567,P37,15,P37L15
16,16,09/02/2020 20:26:50.222,1.94219,4.087,0.8220000000000001,0.051,0.047,58.6,15,0.2,1,33.63264465,-86.64800262,P37,16,P37L16
17,17,09/02/2020 20:36:03.694,1.9069900000000002,2.244,0.8,0.024,0.028999999999999998,20.6,5,0.1,1,33.63968277,-86.63843536,P37,17,P37L17
18,18,09/02/2020 20:51:16.283,2.35486,4.888,0.968,0.006999999999999999,0.452,122.6,14,7.0,1,33.64281845,-86.64772034,P37,18,P37L18
19,19,09/02/2020 21:00:00.673,2.2769999999999997,9.986,0.7759999999999999,0.005,0.38799999999999996,204.0,17,6.0,1,33.63530731,-86.64368439,P37,19,P37L19
20,20,09/02/2020 21:02:24.033,1.97775,10.142000000000001,0.732,0.068,0.07400000000000001,50.0,5,0.5,1,33.64201355,-86.64805603,P37,20,P37L20
21,21,09/02/2020 21:06:26.721,2.07422,14.173,0.8109999999999999,0.013999999999999999,0.134,166.0,11,2.6,1,33.62316895,-86.66436768,P37,21,P37L21
0,0,09/01/2020 23:19:34.601,2.04469,4.382,0.785,0.051,0.113,51.6,5,0.9,2,33.64362335,-86.62974548,P41,0,P41L0
1,1,08/30/2020 00:46:14.515,2.76978,20.998,0.9690000000000001,0.008,0.772,219.0,23,43.4,2,33.64122391,-86.62663269,P41,1,P41L1
2,2,08/30/2020 00:56:42.227,2.4596,15.960999999999999,0.922,0.006,0.397,171.2,10,10.6,3,33.65011215,-86.61018372,P41,2,P41L2
3,3,08/30/2020 01:06:50.892,2.5664599999999997,16.86,0.802,0.005,0.509,122.9,12,9.4,3,33.6424942,-86.61624146,P41,3,P41L3
4,4,08/30/2020 01:14:05.171,2.37511,16.988,0.8859999999999999,0.009000000000000001,0.325,201.5,13,13.0,2,33.64203644,-86.61662292,P41,4,P41L4
5,5,08/30/2020 01:27:30.752,2.1427,14.668,0.9690000000000001,0.018000000000000002,0.22699999999999998,7.8,12,0.2,2,33.63955688,-86.61717224,P41,5,P41L5
6,6,09/01/2020 22:40:20.835,1.8981700000000001,-2.737,0.981,0.069,0.022000000000000002,5.7,8,0.1,2,33.63945007,-86.61526489,P41,6,P41L6
7,7,08/30/2020 00:37:07.494,3.0680400000000003,22.818,0.986,0.009000000000000001,0.9670000000000001,258.8,26,28.0,1,33.64997101,-86.63520813,P41,7,P41L7
8,8,08/30/2020 00:57:03.833,2.29287,15.561,0.8490000000000001,0.016,0.231,66.4,6,3.5,1,33.64773178,-86.61157227,P41,8,P41L8
9,9,08/30/2020 00:57:29.433,2.21541,14.508,0.805,0.004,0.153,44.9,5,1.2,1,33.64940643,-86.61338043,P41,9,P41L9
10,10,08/30/2020 00:57:37.625,2.5263400000000003,15.718,0.79,0.004,0.46399999999999997,105.9,10,5.4,1,33.64984131,-86.61418152,P41,10,P41L10
11,11,08/30/2020 01:05:46.380,2.26905,20.066,0.968,0.044000000000000004,0.214,134.7,15,4.2,1,33.64884949,-86.61274719,P41,11,P41L11
12,12,09/01/2020 23:28:51.248,2.12149,5.702000000000001,0.8190000000000001,0.009000000000000001,0.192,155.3,18,1.6,1,33.63861465,-86.62155914,P41,12,P41L12
13,13,09/01/2020 23:29:27.088,1.9459799999999998,5.45,0.8809999999999999,0.087,0.017,68.8,7,0.1,1,33.63954163,-86.62308502,P41,13,P41L13
14,14,09/02/2020 21:23:41.985,1.8693099999999998,2.359,0.882,0.024,0.006999999999999999,1324.6,6,0.1,1,33.64294434,-86.6309433,P41,14,P41L14
15,15,09/02/2020 21:31:12.033,1.9153900000000001,1.161,0.7879999999999999,0.055,0.065,103.1,9,0.5,1,33.64159012,-86.6265564,P41,15,P41L15
16,16,09/02/2020 21:31:33.537,1.97302,4.302,0.9440000000000001,0.068,0.109,164.7,15,2.1,1,33.6422348,-86.62620544,P41,16,P41L16
17,17,09/02/2020 21:32:10.504,1.9449400000000001,2.146,0.9390000000000001,0.09,0.075,148.7,11,1.2,1,33.63978958,-86.62236023,P41,17,P41L17
18,18,09/02/2020 22:02:23.700,1.9563599999999999,1.042,0.848,0.022000000000000002,0.057,65.2,7,0.3,1,33.64136124,-86.62042999,P41,18,P41L18
19,19,09/02/2020 22:04:18.388,2.01304,1.254,0.857,0.013000000000000001,0.111,112.0,12,1.5,1,33.64090347,-86.62091827,P41,19,P41L19
20,20,09/02/2020 22:04:42.964,2.0245900000000003,1.6440000000000001,0.8140000000000001,0.017,0.12300000000000001,97.2,10,1.3,1,33.64016724,-86.62069702,P41,20,P41L20
21,21,09/02/2020 22:09:10.433,1.935,1.119,0.778,0.069,0.018000000000000002,29.4,5,0.1,1,33.64404678,-86.62926483,P41,21,P41L21
0,0,09/02/2020 00:38:49.750,2.2067799999999997,8.357999999999999,0.86,0.008,0.245,282.7,16,9.0,3,33.67032623,-86.63516998,P42,0,P42L0
1,1,09/02/2020 01:00:49.481,2.9213,15.152999999999999,0.985,0.006999999999999999,0.899,173.1,23,13.7,4,33.66757202,-86.6371994,P42,1,P42L1
2,2,09/02/2020 23:41:09.384,2.37528,4.831,0.9670000000000001,0.009000000000000001,0.47,177.7,9,6.4,2,33.65834808,-86.64309692,P42,2,P42L2
3,3,09/02/2020 00:58:23.049,2.03836,11.287,0.7440000000000001,0.047,0.006999999999999999,43.9,6,0.1,1,33.67054367,-86.64264679,P42,3,P42L3
4,4,09/02/2020 01:44:50.582,1.94238,6.796,0.981,0.075,0.0,0.8,8,0.1,1,33.65474701,-86.64809418,P42,4,P42L4
5,5,09/02/2020 23:12:12.577,1.98753,15.457,0.741,0.087,0.069,14.2,7,0.1,1,33.66239166,-86.63799286,P42,5,P42L5
6,6,09/02/2020 23:12:43.297,2.00357,14.457,0.774,0.016,0.085,49.5,5,0.4,1,33.66296005,-86.63986969,P42,6,P42L6
7,7,09/02/2020 23:40:53.000,2.06377,3.955,0.903,0.018000000000000002,0.158,299.4,16,7.0,1,33.66100311,-86.64164734,P42,7,P42L7
8,8,09/02/2020 23:42:14.920,2.0794,0.813,0.8140000000000001,0.006,0.19,145.3,9,2.3,1,33.65364456,-86.65347290000001,P42,8,P42L8
0,0,09/03/2020 01:08:17.620,2.0705400000000003,15.095,0.88,0.025,0.111,43.1,9,0.6,2,33.66068649,-86.59346771,P43,0,P43L0
1,1,09/03/2020 01:32:08.558,2.26457,22.936,0.98,0.035,0.389,2.3,15,0.2,1,33.63934708,-86.61512756,P43,1,P43L1
2,2,09/09/2020 02:20:59.963,2.12949,2.818,0.8390000000000001,0.075,0.047,13.7,7,0.1,2,33.66114426,-86.5975647,P43,2,P43L2
3,3,09/03/2020 00:45:32.014,2.0465,9.088,0.7490000000000001,0.013999999999999999,0.054000000000000006,163.3,7,0.5,1,33.67375565,-86.58401489,P43,3,P43L3
4,4,09/03/2020 01:25:42.203,1.9749400000000001,9.959,0.73,0.048,0.0,137.4,5,0.1,1,33.65440369,-86.6001358,P43,4,P43L4
5,5,09/09/2020 02:09:00.500,2.1076599999999996,30.77,0.9129999999999999,0.068,0.23199999999999998,4341.4,7,0.1,1,33.66201782,-86.57700348,P43,5,P43L5
6,6,09/09/2020 02:17:23.796,2.27759,1.989,0.762,0.006,0.18899999999999997,45.2,8,0.5,1,33.66106415,-86.59685516,P43,6,P43L6
7,7,09/09/2020 02:51:59.240,2.0674099999999997,8.735,0.778,0.032,0.005,68.1,5,0.1,1,33.65828323,-86.57657623,P43,7,P43L7
8,8,09/10/2020 03:27:35.121,2.06809,19.381,0.981,0.063,0.08800000000000001,100.1,18,0.4,1,33.63974762,-86.61536407,P43,8,P43L8
9,9,09/10/2020 03:59:39.115,2.14606,6.156000000000001,0.768,0.006,0.16899999999999998,111.7,6,3.2,1,33.64186478,-86.58094788,P43,9,P43L9
0,0,09/08/2020 22:34:55.854,4.37617,19.927,0.993,0.003,2.384,204.4,23,88.1,6,33.63689041,-86.61278534,P44,0,P44L0
1,1,09/03/2020 01:48:07.534,2.4658700000000002,0.551,0.871,0.005,0.5589999999999999,234.1,19,10.6,3,33.63482666,-86.61047363,P44,1,P44L1
2,2,09/03/2020 01:57:03.188,2.0061,2.3680000000000003,0.774,0.045,0.064,61.7,6,0.4,1,33.63126373,-86.61486053,P44,2,P44L2
3,3,09/03/2020 02:12:53.460,1.9828,2.932,0.7959999999999999,0.048,0.032,34.7,6,0.1,1,33.62966537,-86.60794067,P44,3,P44L3
4,4,09/03/2020 03:01:46.606,2.21075,15.289000000000001,0.841,0.019,0.205,55.0,8,2.3,1,33.63868332,-86.60536957,P44,4,P44L4
5,5,09/03/2020 21:44:06.902,2.27406,4.816,0.8690000000000001,0.006,0.293,126.0,17,2.6,1,33.63596344,-86.61228943,P44,5,P44L5
6,6,09/03/2020 22:16:16.630,1.9635099999999999,4.997,0.9740000000000001,0.08,0.031,36.3,6,0.1,1,33.63315964,-86.60545349,P44,6,P44L6
7,7,09/03/2020 22:16:31.990,2.00752,10.95,0.9840000000000001,0.086,0.075,107.7,10,0.9,1,33.63264847,-86.60536194,P44,7,P44L7
8,8,09/08/2020 21:59:00.232,2.02086,7.746,0.981,0.042,0.087,2201.1,8,0.1,1,33.62281418,-86.60163879,P44,8,P44L8
9,9,09/08/2020 22:10:23.444,2.0575099999999997,7.202999999999999,0.8290000000000001,0.027000000000000003,0.076,7.7,9,0.1,1,33.62328339,-86.59653473,P44,9,P44L9
10,10,09/08/2020 22:42:00.097,2.05686,15.779000000000002,0.772,0.07200000000000001,0.023,49.9,6,0.1,1,33.63368607,-86.60865021,P44,10,P44L10
11,11,09/08/2020 23:29:09.000,2.0878900000000002,7.751,0.965,0.027000000000000003,0.09,9.1,12,0.1,1,33.61846542,-86.61135101,P44,11,P44L11
12,12,09/09/2020 21:17:14.014,1.97038,3.31,0.9590000000000001,0.027000000000000003,0.004,3173.3,8,0.1,1,33.64582825,-86.60175323,P44,12,P44L12
13,13,09/09/2020 21:19:20.171,1.96924,-2.088,0.748,0.063,0.009000000000000001,33.7,5,0.1,1,33.63982773,-86.60240936,P44,13,P44L13
14,14,09/09/2020 21:37:46.296,2.28761,7.394,0.872,0.005,0.34,213.6,18,12.9,1,33.63595581,-86.61138153,P44,14,P44L14
0,0,09/10/2020 23:01:34.944,1.94668,15.017000000000001,0.8390000000000001,0.08900000000000001,0.087,48.6,11,0.2,2,33.6336937,-86.62037659,P45,0,P45L0
1,1,09/10/2020 22:28:27.155,2.23445,4.098,0.922,0.008,0.37200000000000005,128.4,16,5.2,4,33.63967514,-86.60580444,P45,1,P45L1
2,2,09/09/2020 03:44:39.918,2.44722,9.935,0.943,0.013000000000000001,0.35,261.7,16,3.0,1,33.65067673,-86.5974884,P45,2,P45L2
3,3,09/09/2020 04:05:42.817,4.24097,11.312999999999999,0.993,0.005,2.157,92.1,24,10.4,1,33.63157654,-86.6185379,P45,3,P45L3
4,4,09/10/2020 02:19:44.209,1.9965400000000002,9.253,0.882,0.059000000000000004,0.028999999999999998,116.4,11,0.1,1,33.64002991,-86.60691834,P45,4,P45L4
5,5,09/10/2020 02:30:54.622,2.04676,5.468999999999999,0.7709999999999999,0.003,0.045,92.6,6,0.3,1,33.65214539,-86.59627533,P45,5,P45L5
6,6,09/10/2020 22:47:14.886,1.90694,2.093,0.7809999999999999,0.086,0.031,166.2,18,0.3,1,33.63948822,-86.61425018,P45,6,P45L6
7,7,09/10/2020 22:49:12.646,1.9351900000000002,5.349,0.9279999999999999,0.062,0.057999999999999996,63.7,10,0.3,1,33.63971329,-86.61669159,P45,7,P45L7
0,0,09/04/2020 00:51:59.601,3.8006699999999998,35.149,0.9990000000000001,0.013999999999999999,1.819,340.5,22,52.4,5,33.59106827,-86.70550537,P46,0,P46L0
1,1,09/04/2020 00:12:50.648,2.36531,11.286,0.948,0.018000000000000002,0.37799999999999995,149.0,20,5.7,3,33.60326004,-86.71665192,P46,1,P46L1
2,2,09/10/2020 00:34:28.280,2.25132,6.776,0.905,0.009000000000000001,0.243,100.7,9,2.5,2,33.60388184,-86.7128067,P46,2,P46L2
3,3,09/09/2020 00:21:18.036,2.46903,9.722999999999999,0.9470000000000001,0.006999999999999999,0.43,180.0,15,4.7,3,33.60316086,-86.71282196,P46,3,P46L3
4,4,09/09/2020 00:49:20.673,2.6606099999999997,16.264,0.9390000000000001,0.005,0.611,83.3,9,4.8,2,33.59578705,-86.72045136,P46,4,P46L4
5,5,09/09/2020 00:16:01.416,3.1655900000000003,10.762,0.972,0.004,1.13,155.4,18,18.9,2,33.60408783,-86.71649933,P46,5,P46L5
6,6,09/09/2020 00:50:23.137,2.61972,14.242,0.8759999999999999,0.005,0.57,108.3,11,5.0,2,33.59675217,-86.71846771,P46,6,P46L6
7,7,09/09/2020 01:04:44.628,2.48863,17.979,0.9590000000000001,0.012,0.433,380.8,23,9.2,1,33.59117126,-86.70606995,P46,7,P46L7
8,8,09/10/2020 00:09:52.184,1.9973900000000002,5.372000000000001,0.898,0.045,0.049,65.4,14,0.2,2,33.58790588,-86.69622803,P46,8,P46L8
9,9,09/04/2020 00:05:52.548,2.0368,5.2379999999999995,0.746,0.006999999999999999,0.083,58.2,5,0.3,1,33.59654617,-86.71168518,P46,9,P46L9
10,10,09/04/2020 00:17:23.236,2.8447,9.2,0.932,0.004,0.857,148.8,14,8.6,1,33.60425949,-86.71173859,P46,10,P46L10
11,11,09/04/2020 00:21:02.372,2.11898,12.322000000000001,0.9590000000000001,0.07,0.134,219.9,27,7.0,1,33.60090256,-86.71597290000001,P46,11,P46L11
12,12,09/04/2020 00:22:19.275,2.13041,14.849,0.9790000000000001,0.065,0.138,156.5,18,3.9,1,33.60145187,-86.71590424,P46,12,P46L12
13,13,09/04/2020 00:24:54.001,2.11979,12.773,0.857,0.016,0.08,110.1,11,1.0,1,33.600498200000004,-86.71381378,P46,13,P46L13
14,14,09/04/2020 00:26:20.222,2.1023400000000003,15.122,0.828,0.08,0.063,55.2,5,0.4,1,33.59867477,-86.71498871,P46,14,P46L14
15,15,09/04/2020 00:27:47.262,2.09971,14.706,0.8140000000000001,0.02,0.063,117.3,14,0.5,1,33.59859848,-86.71087646,P46,15,P46L15
16,16,09/04/2020 00:30:26.084,2.64527,17.878,0.98,0.005,0.638,137.5,19,9.7,1,33.59760284,-86.71170807,P46,16,P46L16
17,17,09/04/2020 00:33:46.788,2.073,15.664000000000001,0.7829999999999999,0.064,0.067,53.6,5,0.4,1,33.5982666,-86.7166748,P46,17,P46L17
18,18,09/09/2020 00:15:41.960,2.21895,5.718,0.772,0.002,0.183,62.7,9,0.4,1,33.60481262,-86.71486664,P46,18,P46L18
19,19,09/09/2020 00:39:52.251,2.12353,15.107000000000001,0.772,0.016,0.076,52.3,7,0.4,1,33.59709167,-86.71713257,P46,19,P46L19
20,20,09/09/2020 01:07:48.948,2.09971,14.615,0.998,0.077,0.036000000000000004,1.1,12,0.1,1,33.59070587,-86.7017746,P46,20,P46L20
21,21,09/10/2020 00:10:03.448,1.9750299999999998,4.495,0.866,0.062,0.026000000000000002,21.4,5,0.1,1,33.5880394,-86.69696045,P46,21,P46L21
22,22,09/10/2020 00:10:30.072,2.11003,5.372000000000001,0.877,0.018000000000000002,0.161,138.7,14,2.7,1,33.59031296,-86.69710541,P46,22,P46L22
23,23,09/10/2020 00:34:36.472,2.00437,5.033,0.922,0.009000000000000001,0.0,19.7,7,0.1,1,33.60458374,-86.71278381,P46,23,P46L23
24,24,09/10/2020 00:35:48.152,2.00674,4.13,0.804,0.004,0.03,50.0,5,0.1,1,33.60526276,-86.71482849,P46,24,P46L24
25,25,09/10/2020 00:49:12.196,2.06756,4.66,0.919,0.040999999999999995,0.083,63.1,7,0.5,1,33.59716415,-86.72129822,P46,25,P46L25
26,26,09/10/2020 00:49:27.556,2.0379,3.4930000000000003,0.8370000000000001,0.005,0.053,88.4,8,0.6,1,33.59691238,-86.72039032,P46,26,P46L26
27,27,09/10/2020 00:55:21.963,2.2817,4.35,0.769,0.005,0.312,28.3,5,0.8,1,33.59607697,-86.71877289,P46,27,P46L27
28,28,09/10/2020 00:57:54.539,2.0727,4.169,0.833,0.024,0.085,189.1,11,2.4,1,33.59217072,-86.71298981,P46,28,P46L28
0,0,09/11/2020 22:53:12.488,3.9244800000000004,29.191,0.998,0.013999999999999999,1.984,320.6,28,67.9,4,33.59170151,-86.6967392,P47,0,P47L0
