,Unnamed: 0,Time Stamp,CH4 (ppm),C2H6 (ppb),R,C2/C1,ch4Enhcmt,totDist,length,lrate,npeaks,Latitude,Longitude,POLYGON,LEAKNUM,PolyLK
39,39,10/06/2020 03:40:01.235,3.54596,13.67,0.847,0.002,0.046,148.6,8,2.0,1,33.647373200000004,-86.5114975,P12,39,P12L39
40,40,10/06/2020 03:41:04.723,3.5486400000000002,14.372,0.9690000000000001,0.003,1.851,82.1,5,66.6,1,33.65650177,-86.5092392,P12,40,P12L40
41,41,10/06/2020 03:42:52.448,3.5459,15.3,0.971,0.003,2.025,12.3,7,17.6,1,33.65922165,-86.503479,P12,41,P12L41
42,42,10/13/2020 22:53:14.289,3.5511699999999995,3.446,0.846,0.001,2.119,37.5,7,82.9,1,33.64861679,-86.54016113,P12,42,P12L42
43,43,10/13/2020 22:56:02.225,3.56376,9.231,0.97,0.002,2.063,31.0,5,7.8,1,33.65000916,-86.53952026,P12,43,P12L43
44,44,10/13/2020 22:57:45.752,3.6291599999999997,10.626,0.988,0.002,2.1,77.4,6,41.6,1,33.65135574,-86.53539276,P12,44,P12L44
45,45,10/13/2020 23:15:47.710,3.5338800000000004,7.756,0.919,0.002,2.099,59.2,5,63.8,1,33.63857651,-86.53427887,P12,45,P12L45
46,46,10/13/2020 23:31:13.713,3.6135300000000004,11.559000000000001,0.9940000000000001,0.002,2.195,100.1,8,47.0,1,33.64952087,-86.52326202,P12,46,P12L46
47,47,10/13/2020 23:56:49.713,3.59731,10.800999999999998,0.996,0.002,2.164,30.1,9,61.7,1,33.65302658,-86.52720642,P12,47,P12L47
48,48,10/14/2020 00:01:38.993,3.55555,11.649000000000001,0.995,0.003,2.12,77.3,7,49.1,1,33.66246796,-86.5220871,P12,48,P12L48
49,49,10/14/2020 00:23:51.729,3.6907900000000002,11.873,0.992,0.002,2.221,61.0,5,5.7,1,33.61994171,-86.60753632,P12,49,P12L49
50,50,10/14/2020 00:25:16.721,3.6798,13.655999999999999,0.9940000000000001,0.002,2.202,3.8,135,2.0,1,33.61960983,-86.60803986,P12,50,P12L50
51,51,10/14/2020 01:25:18.129,3.6290400000000003,11.925999999999998,0.888,0.024,0.08900000000000001,104.3,5,2.3,1,33.69561005,-86.52373505,P12,51,P12L51
52,52,10/14/2020 01:25:46.801,3.6656,11.135,0.953,0.002,0.126,197.1,11,3.3,1,33.70017624,-86.52075195,P12,52,P12L52
53,53,10/14/2020 01:29:55.633,3.57255,12.242,0.8340000000000001,0.045,0.034,165.1,11,1.7,1,33.67715836,-86.51117706,P12,53,P12L53
54,54,10/14/2020 01:31:50.424,3.57042,10.610999999999999,0.993,0.002,2.063,33.0,6,28.1,1,33.66519165,-86.50764465,P12,54,P12L54
55,55,10/14/2020 22:20:52.377,3.94673,8.508,0.991,0.002,2.418,45.1,9,97.5,1,33.65892792,-86.53781891,P12,55,P12L55
56,56,10/14/2020 22:24:56.294,5.7421,4.97,0.9840000000000001,0.001,3.773,110.4,9,18.8,1,33.65459824,-86.53580475,P12,56,P12L56
57,57,10/14/2020 22:25:28.038,5.50916,4.345,0.8190000000000001,0.0,3.54,28.2,5,52.8,1,33.65248489,-86.53578949,P12,57,P12L57
58,58,10/14/2020 22:26:26.406,5.1322,3.073,0.8170000000000001,0.0,3.1630000000000003,36.5,7,29.4,1,33.651317600000006,-86.54087829999999,P12,58,P12L58
59,59,10/14/2020 22:41:44.217,4.00591,4.859,0.898,0.001,2.3280000000000003,6.3,8,7.5,1,33.66047287,-86.52729034,P12,59,P12L59
60,60,10/14/2020 22:44:29.286,4.62605,8.429,0.978,0.001,3.016,49.8,5,87.1,1,33.6530304,-86.52993774,P12,60,P12L60
61,61,10/14/2020 22:55:52.499,8.22839,14.673,0.99,0.001,5.917000000000001,87.0,9,19.3,1,33.63897324,-86.52752686,P12,61,P12L61
62,62,10/14/2020 23:11:03.040,6.31916,23.16,0.996,0.003,4.265,125.9,11,64.1,1,33.64617157,-86.52133179,P12,62,P12L62
63,63,10/14/2020 23:12:33.152,5.88754,22.705,0.995,0.003,3.685,49.4,9,33.8,1,33.64064026,-86.52365112,P12,63,P12L63
64,64,10/14/2020 23:13:35.616,6.41831,22.058000000000003,0.9940000000000001,0.003,4.1739999999999995,27.7,11,32.8,1,33.64367676,-86.52302551,P12,64,P12L64
65,65,10/14/2020 23:18:19.366,6.528,21.176,0.988,0.002,3.93,67.5,5,52.2,1,33.63695145,-86.52493286,P12,65,P12L65
66,66,10/14/2020 23:20:40.678,5.67145,19.272000000000002,0.9640000000000001,0.002,3.321,64.8,9,36.8,1,33.641326899999996,-86.52834320000001,P12,66,P12L66
67,67,10/14/2020 23:30:07.155,5.594040000000001,15.866,0.992,0.003,3.906,108.0,8,76.3,1,33.6585083,-86.52601624,P12,67,P12L67
68,68,10/14/2020 23:59:32.428,5.04786,16.092,0.991,0.003,3.4219999999999997,40.6,11,31.1,1,33.63038635,-86.52472687,P12,68,P12L68
69,69,10/14/2020 23:59:59.052,6.875369999999999,16.294,0.9840000000000001,0.002,5.19,79.4,9,94.8,1,33.62797165,-86.52501678,P12,69,P12L69
70,70,10/22/2020 23:42:18.614,3.86186,11.645999999999999,0.99,0.002,2.262,112.9,6,49.0,1,33.66531754,-86.54207611,P12,70,P12L70
71,71,10/22/2020 23:52:52.060,3.46519,6.445,0.99,0.002,2.0909999999999997,40.0,6,7.0,1,33.64823532,-86.53787231,P12,71,P12L71
72,72,10/23/2020 00:13:49.225,3.33382,15.455,0.981,0.003,1.9169999999999998,16.9,5,1.3,1,33.66263199,-86.51755524,P12,72,P12L72
73,73,10/23/2020 00:42:56.988,3.29474,6.452999999999999,0.8340000000000001,0.001,1.754,10.7,5,3.6,1,33.64546204,-86.51941681,P12,73,P12L73
74,74,10/23/2020 00:44:04.572,3.2995400000000004,6.228,0.802,0.001,1.893,1.5,7,1.0,1,33.64742279,-86.52444458,P12,74,P12L74
75,75,10/23/2020 00:56:40.182,3.3378300000000003,3.747,0.782,0.001,1.9469999999999998,70.2,8,42.9,1,33.64218903,-86.52283478,P12,75,P12L75
76,76,10/23/2020 00:57:40.598,3.32451,3.4810000000000003,0.7490000000000001,0.001,1.9340000000000002,51.5,5,43.0,1,33.6427002,-86.52270508,P12,76,P12L76
77,77,10/25/2020 23:09:17.046,3.9604699999999995,5.99,0.94,0.001,2.585,59.3,7,14.3,1,33.61942673,-86.60897064,P12,77,P12L77
78,78,10/25/2020 23:18:57.654,3.62744,-3.6180000000000003,0.789,0.022000000000000002,0.003,122.1,6,1.4,1,33.69713593,-86.52274323,P12,78,P12L78
79,79,10/25/2020 23:54:49.590,3.5706800000000003,2.06,0.769,0.001,2.127,63.0,5,44.6,1,33.65489578,-86.53482819,P12,79,P12L79
80,80,10/26/2020 00:26:17.846,3.5935300000000003,5.419,0.8059999999999999,0.001,2.095,37.4,5,9.7,1,33.63656998,-86.52847290000001,P12,80,P12L80
81,81,10/26/2020 01:03:48.598,3.50121,12.853,0.883,0.003,1.858,35.2,7,43.0,1,33.66322327,-86.51731873,P12,81,P12L81
0,0,10/06/2020 00:21:12.352,3.5282400000000003,13.615,0.9,0.003,2.086,25.2,7,4.6,1,33.72006226,-86.51145172,P13,0,P13L0
1,1,10/15/2020 00:56:09.446,3.70256,21.223000000000003,0.987,0.004,2.157,56.6,6,52.8,2,33.71133423,-86.51785278,P13,1,P13L1
2,2,10/15/2020 00:49:28.857,3.8393699999999997,22.02,0.995,0.005,2.387,41.8,7,72.7,1,33.70117569,-86.52017212,P13,2,P13L2
3,3,10/15/2020 01:13:52.972,3.65323,15.774000000000001,0.9890000000000001,0.004,2.214,123.7,7,53.6,1,33.6906929,-86.51654816,P13,3,P13L3
4,4,10/15/2020 23:29:13.020,3.6699699999999997,7.12,0.8029999999999999,0.016,2.153,31.4,5,53.4,2,33.69491196,-86.50923157,P13,4,P13L4
5,5,10/06/2020 01:03:48.153,3.55928,5.5729999999999995,0.8640000000000001,0.002,2.068,37.6,7,23.5,2,33.69470596,-86.51007843,P13,5,P13L5
6,6,10/06/2020 01:06:24.825,3.50512,3.017,0.9470000000000001,0.057999999999999996,2.017,37.5,6,52.0,2,33.69226837,-86.50976563,P13,6,P13L6
7,7,10/15/2020 00:25:39.968,4.0902400000000005,23.949,0.995,0.004,2.5860000000000003,83.0,11,90.1,2,33.67630005,-86.51111603,P13,7,P13L7
8,8,10/06/2020 01:27:51.072,3.7425900000000003,6.461,0.966,0.022000000000000002,2.158,19.1,6,21.9,2,33.68935394,-86.50563049,P13,8,P13L8
9,9,10/15/2020 23:53:07.644,6.668239999999999,32.508,0.993,0.004,5.118,93.0,7,53.8,1,33.70038986,-86.49829102,P13,9,P13L9
10,10,10/06/2020 01:31:35.532,3.5693699999999997,3.2889999999999997,0.8490000000000001,0.001,2.131,49.5,5,20.0,2,33.69520187,-86.50175476,P13,10,P13L10
11,11,10/06/2020 01:34:54.188,3.6476300000000004,3.533,0.882,0.001,2.221,41.3,5,21.2,1,33.68972778,-86.50357056,P13,11,P13L11
12,12,10/15/2020 00:45:51.769,3.5905199999999997,23.138,0.97,0.004,1.91,33.6,5,37.5,3,33.70080948,-86.51198578,P13,12,P13L12
13,13,10/06/2020 01:41:17.267,3.5369300000000004,9.621,0.972,0.002,2.108,45.9,7,10.9,1,33.70116806,-86.51967621,P13,13,P13L13
14,14,10/15/2020 22:57:24.080,3.71474,11.450999999999999,0.988,0.002,0.182,110.4,5,2.3,1,33.69476318,-86.52468109,P13,14,P13L14
15,15,10/15/2020 00:43:06.905,3.6648300000000003,23.844,0.99,0.005,2.184,50.7,11,11.2,1,33.68942642,-86.50382233,P13,15,P13L15
16,16,10/15/2020 00:53:49.158,3.7790800000000004,22.766,0.995,0.004,2.259,61.8,12,53.8,2,33.71139526,-86.51470184,P13,16,P13L16
17,17,10/16/2020 00:14:55.190,3.6884099999999997,12.839,0.792,0.003,1.804,41.5,9,18.9,2,33.69981766,-86.52389526,P13,17,P13L17
18,18,10/15/2020 01:03:57.619,4.00325,21.898000000000003,0.9940000000000001,0.004,2.472,92.6,8,22.8,1,33.70055008,-86.52131653,P13,18,P13L18
19,19,10/15/2020 01:39:06.649,3.82476,21.945,0.992,0.004,2.1830000000000003,27.9,11,34.4,1,33.68105316,-86.51068878,P13,19,P13L19
20,20,10/15/2020 22:59:20.816,3.6878900000000003,11.206,0.943,0.002,2.072,3.9,5,1.8,1,33.69699478,-86.52122498,P13,20,P13L20
21,21,10/15/2020 23:59:28.880,3.70298,15.654000000000002,0.975,0.003,2.106,36.3,8,36.1,1,33.70049667,-86.51348877,P13,21,P13L21
22,22,10/16/2020 00:06:26.672,3.6142199999999995,12.331,0.9620000000000001,0.003,2.068,38.1,8,94.9,1,33.71397018,-86.51473236,P13,22,P13L22
23,23,10/16/2020 00:14:46.896,3.7306199999999996,12.001,0.879,0.002,0.109,102.8,9,3.0,1,33.70064926,-86.52350616,P13,23,P13L23
24,24,10/06/2020 00:20:18.080,3.52221,14.93,0.9279999999999999,0.003,2.092,10.0,5,2.6,1,33.71776962,-86.5125351,P13,24,P13L24
25,25,10/06/2020 00:28:42.092,3.6122699999999996,13.007,0.965,0.002,2.161,27.9,7,3.1,1,33.70529938,-86.52082062,P13,25,P13L25
26,26,10/06/2020 00:31:32.793,3.5153,11.110999999999999,0.875,0.003,1.892,43.0,6,26.3,1,33.70232773,-86.52130127,P13,26,P13L26
27,27,10/06/2020 01:04:58.809,3.55115,7.984,0.838,0.001,2.033,18.3,9,4.1,1,33.6949501,-86.50840759,P13,27,P13L27
28,28,10/06/2020 01:06:43.462,3.6177699999999997,8.782,0.904,0.002,2.129,8.5,9,1.7,1,33.69223404,-86.50854492,P13,28,P13L28
29,29,10/06/2020 01:15:48.230,3.51347,4.499,0.841,0.001,1.735,24.1,7,7.6,1,33.66524124,-86.50724792,P13,29,P13L29
30,30,10/06/2020 01:21:12.121,4.10661,8.48,0.892,0.001,2.658,81.5,7,58.7,1,33.6896019,-86.50647736,P13,30,P13L30
31,31,10/06/2020 01:31:25.292,3.5690699999999995,3.7039999999999997,0.77,0.001,2.131,48.6,5,6.3,1,33.69509125,-86.50059509,P13,31,P13L31
32,32,10/06/2020 01:33:37.388,3.5793,5.024,0.807,0.001,2.1519999999999997,11.8,6,2.7,1,33.69023132,-86.50324249,P13,32,P13L32
33,33,10/15/2020 00:55:10.054,3.62013,22.055999999999997,0.97,0.004,2.075,43.9,5,35.5,1,33.71081543,-86.51672363,P13,33,P13L33
34,34,10/15/2020 01:40:30.617,4.23635,21.866999999999997,0.982,0.004,2.595,68.0,5,10.7,1,33.69114304,-86.50851440000001,P13,34,P13L34
35,35,10/15/2020 01:43:35.040,3.8740699999999997,23.421999999999997,0.996,0.004,2.319,17.9,13,3.3,1,33.69629288,-86.52524567,P13,35,P13L35
36,36,10/15/2020 22:50:43.593,3.74419,13.408,0.9620000000000001,0.002,0.033,24.4,11,1.6,1,33.64124298,-86.57885742,P13,36,P13L36
37,37,10/15/2020 22:55:46.697,5.20925,19.272000000000002,0.9940000000000001,0.006,1.636,384.6,16,23.9,1,33.67543793,-86.53256989,P13,37,P13L37
38,38,10/15/2020 22:56:55.305,3.56501,10.55,0.74,0.006999999999999999,0.032,123.1,5,1.6,1,33.68958664,-86.52780151,P13,38,P13L38
39,39,10/15/2020 23:07:12.880,3.81275,11.244000000000002,0.955,0.002,2.105,25.9,7,11.1,1,33.67718506,-86.52111053,P13,39,P13L39
40,40,10/15/2020 23:26:16.892,3.6848,3.1630000000000003,0.74,0.001,2.105,27.3,5,8.0,1,33.69280624,-86.51308441,P13,40,P13L40
41,41,10/15/2020 23:27:14.236,3.7330699999999997,4.6,0.7879999999999999,0.001,2.167,37.5,5,77.2,1,33.69364166,-86.51480103,P13,41,P13L41
42,42,10/15/2020 23:43:39.324,3.7685699999999995,22.607,0.995,0.004,2.248,23.1,5,11.0,1,33.68252563,-86.50802612,P13,42,P13L42
43,43,10/15/2020 23:49:22.364,3.72025,22.518,0.976,0.004,2.0780000000000003,53.1,7,28.1,1,33.68621826,-86.50598907,P13,43,P13L43
44,44,10/15/2020 23:50:30.972,3.7223300000000004,20.613000000000003,0.9940000000000001,0.004,2.1390000000000002,57.2,10,49.5,1,33.68733978,-86.50605774,P13,44,P13L44
45,45,10/15/2020 23:59:41.168,3.6596300000000004,15.065,0.9790000000000001,0.003,2.062,60.5,7,73.7,1,33.70054626,-86.51242828,P13,45,P13L45
46,46,10/16/2020 00:02:00.432,3.5560699999999996,15.224,0.986,0.003,1.9340000000000002,45.9,7,74.1,1,33.70170975,-86.51830292,P13,46,P13L46
0,0,10/02/2020 04:14:42.609,3.4976300000000005,22.799,0.988,0.004,2.092,16.6,5,6.6,1,33.69604492,-86.53917694,P14,0,P14L0
1,1,10/02/2020 04:32:20.708,3.4870300000000003,22.058000000000003,0.985,0.005,2.044,41.8,9,16.5,2,33.67559814,-86.52799988,P14,1,P14L1
2,2,10/06/2020 04:59:14.028,3.53861,14.038,0.991,0.003,2.135,72.2,10,80.8,2,33.69623947,-86.52500916,P14,2,P14L2
3,3,10/02/2020 03:50:55.256,3.5198199999999997,24.179000000000002,0.982,0.005,1.807,51.9,7,77.9,1,33.70409012,-86.52490997,P14,3,P14L3
4,4,10/02/2020 03:52:20.248,3.5102,23.441,0.996,0.005,1.931,48.9,7,8.7,1,33.7041626,-86.52872467,P14,4,P14L4
5,5,10/02/2020 03:57:07.070,3.52369,24.969,0.988,0.005,1.885,59.9,6,60.5,1,33.70852661,-86.52337646,P14,5,P14L5
6,6,10/02/2020 03:58:31.038,3.5451699999999997,25.234,0.983,0.004,2.089,7.0,7,1.6,1,33.7128067,-86.52295685,P14,6,P14L6
7,7,10/02/2020 04:02:08.331,3.5698800000000004,25.807,0.991,0.005,0.076,94.7,6,1.7,1,33.71637344,-86.51726532,P14,7,P14L7
8,8,10/02/2020 04:04:38.859,3.51022,25.369,0.985,0.005,2.011,62.3,8,80.2,1,33.71421433,-86.51924133,P14,8,P14L8
9,9,10/02/2020 04:11:36.241,3.5015300000000003,26.073,0.9790000000000001,0.004,2.049,25.8,11,53.3,1,33.70806885,-86.53270721,P14,9,P14L9
10,10,10/02/2020 04:15:13.432,3.49149,24.124000000000002,0.991,0.005,2.086,62.9,5,34.0,1,33.69368362,-86.53891754,P14,10,P14L10
11,11,10/02/2020 04:39:14.814,3.52956,22.665,0.9840000000000001,0.004,1.976,37.7,8,20.8,1,33.69830322,-86.52252197,P14,11,P14L11
12,12,10/02/2020 04:44:38.910,3.49937,23.808000000000003,0.988,0.005,0.032,93.5,7,1.5,1,33.68297958,-86.52906799,P14,12,P14L12
13,13,10/02/2020 23:27:21.908,3.62396,8.16,0.983,0.002,2.1519999999999997,33.7,5,21.4,1,33.7035408,-86.5271225,P14,13,P14L13
14,14,10/02/2020 23:34:09.153,3.5938199999999996,7.275,0.922,0.001,2.135,41.4,5,83.4,1,33.71310425,-86.52742004,P14,14,P14L14
15,15,10/02/2020 23:38:35.598,3.6364099999999997,6.445,0.9059999999999999,0.001,2.177,75.1,6,28.4,1,33.709846500000005,-86.52326965,P14,15,P14L15
16,16,10/02/2020 23:41:33.774,3.59176,5.836,0.9670000000000001,0.001,2.075,9.8,11,12.0,1,33.72138596,-86.51196289,P14,16,P14L16
17,17,10/02/2020 23:43:03.067,3.58645,5.187,0.9179999999999999,0.001,2.1319999999999997,44.3,5,54.0,1,33.71562576,-86.51869202,P14,17,P14L17
18,18,10/06/2020 04:08:14.521,3.58068,16.659000000000002,0.965,0.003,2.112,50.6,8,17.3,1,33.66949844,-86.53802490000001,P14,18,P14L18
19,19,10/06/2020 04:17:29.324,3.51641,17.011,0.976,0.003,1.9240000000000002,32.0,5,14.5,1,33.68159866,-86.53057098,P14,19,P14L19
20,20,10/06/2020 04:19:35.584,3.5477,16.695,0.958,0.003,1.955,63.6,6,73.6,1,33.69729614,-86.52352905,P14,20,P14L20
21,21,10/06/2020 04:32:36.588,3.54848,15.857000000000001,0.981,0.003,2.108,31.5,11,6.8,1,33.72106934,-86.51235199,P14,21,P14L21
22,22,10/06/2020 04:34:06.905,3.5057099999999997,15.752,0.981,0.003,2.057,23.1,7,6.5,1,33.71595001,-86.51954651,P14,22,P14L22
23,23,10/06/2020 04:38:39.289,3.4925599999999997,14.144,0.925,0.003,2.063,14.6,7,2.5,1,33.70922089,-86.53617859,P14,23,P14L23
0,0,10/21/2020 03:07:40.379,3.5007599999999996,7.428999999999999,0.905,0.002,2.012,34.1,5,40.6,1,33.68319321,-86.50119019,P15,0,P15L0
1,1,10/02/2020 05:46:40.536,3.98444,25.164,0.99,0.005,2.509,67.3,9,95.2,1,33.68515778,-86.49851227,P15,1,P15L1
2,2,10/16/2020 01:27:55.452,3.7463900000000003,12.956,0.94,0.003,2.113,50.1,6,20.3,1,33.67173767,-86.49047089,P15,2,P15L2
3,3,10/16/2020 01:29:28.739,3.50711,10.286,0.899,0.002,2.011,37.4,5,52.1,1,33.66521454,-86.4831543,P15,3,P15L3
4,4,10/21/2020 04:28:32.296,3.5344,6.526,0.9390000000000001,0.001,2.088,98.0,7,25.3,1,33.65871048,-86.48834991,P15,4,P15L4
5,5,10/02/2020 06:04:02.046,3.58271,21.296999999999997,0.9890000000000001,0.004,2.028,66.7,5,95.5,1,33.65555191,-86.47732544,P15,5,P15L5
6,6,10/02/2020 06:07:42.820,3.5096300000000005,18.889,0.975,0.004,2.069,53.0,11,85.2,3,33.65091705,-86.47772979999999,P15,6,P15L6
7,7,10/02/2020 06:10:41.304,3.5974699999999995,19.125,0.9570000000000001,0.004,2.145,47.7,9,14.8,1,33.64624786,-86.48451233,P15,7,P15L7
8,8,10/16/2020 01:56:43.350,3.48486,18.06,0.945,0.004,2.081,47.9,8,63.5,2,33.64916611,-86.47690582,P15,8,P15L8
9,9,10/02/2020 06:26:09.252,3.6061900000000002,18.632,0.966,0.004,2.1069999999999998,35.8,5,94.2,1,33.65895844,-86.47634125,P15,9,P15L9
10,10,10/02/2020 06:27:19.089,3.5131699999999997,19.326,0.965,0.004,2.0140000000000002,51.6,10,61.1,2,33.66249847,-86.47896576,P15,10,P15L10
11,11,10/02/2020 06:28:05.272,3.4821199999999997,20.105,0.992,0.004,1.993,52.9,6,84.4,2,33.66265106,-86.47772979999999,P15,11,P15L11
12,12,10/16/2020 02:09:16.195,3.4942699999999998,22.076999999999998,0.993,0.005,2.056,49.5,6,31.3,1,33.66928482,-86.47612,P15,12,P15L12
13,13,10/21/2020 04:07:27.656,3.5597,10.544,0.9179999999999999,0.002,2.134,34.7,6,55.1,2,33.66291428,-86.48006439,P15,13,P15L13
14,14,10/02/2020 06:40:34.123,3.59369,22.348000000000003,0.987,0.004,2.021,51.1,13,78.4,2,33.67985153,-86.47980499,P15,14,P15L14
15,15,10/02/2020 06:42:10.379,3.73622,21.919,0.9690000000000001,0.004,2.164,22.3,9,13.7,2,33.67442703,-86.489151,P15,15,P15L15
16,16,10/02/2020 06:44:10.392,3.4845800000000002,21.371,0.9740000000000001,0.004,1.996,43.7,6,62.7,1,33.678390500000006,-86.48701477,P15,16,P15L16
17,17,10/02/2020 06:50:41.867,3.4811,20.95,0.98,0.004,1.879,22.4,5,26.8,1,33.68661118,-86.49863434,P15,17,P15L17
18,18,10/02/2020 06:54:47.832,3.5066,24.366,0.991,0.004,2.086,40.0,6,17.1,2,33.68987656,-86.49942779999999,P15,18,P15L18
19,19,10/02/2020 07:00:16.740,3.48924,19.43,0.9940000000000001,0.004,2.086,0.7,7,1.3,1,33.68531418,-86.50171661,P15,19,P15L19
20,20,10/16/2020 01:19:01.641,3.53301,10.685,0.868,0.002,2.068,32.9,11,45.0,2,33.66371918,-86.49429321,P15,20,P15L20
21,21,10/21/2020 04:03:45.345,3.4975,9.494,0.961,0.002,2.039,66.3,6,86.0,1,33.65339661,-86.47649384,P15,21,P15L21
22,22,10/21/2020 03:46:06.427,3.48719,12.665999999999999,0.943,0.003,0.035,124.8,11,1.5,1,33.64691544,-86.48044586,P15,22,P15L22
23,23,10/16/2020 01:46:38.064,3.47424,15.959000000000001,0.995,0.004,1.7830000000000001,5.4,7,3.0,2,33.64071274,-86.4881897,P15,23,P15L23
24,24,10/16/2020 02:05:54.979,3.5028099999999998,22.035999999999998,0.976,0.004,2.079,58.4,7,90.0,2,33.66323853,-86.47777557,P15,24,P15L24
25,25,10/16/2020 02:07:05.020,3.50106,21.316999999999997,0.99,0.004,2.063,55.2,7,72.0,2,33.66416931,-86.47891235,P15,25,P15L25
26,26,10/02/2020 05:48:27.032,3.5849300000000004,25.112,0.997,0.005,2.1630000000000003,64.4,6,48.6,1,33.67013168,-86.49195862,P15,26,P15L26
27,27,10/02/2020 06:17:38.174,3.55114,17.744,0.985,0.004,2.084,34.6,6,20.6,1,33.64434052,-86.48014069,P15,27,P15L27
28,28,10/02/2020 06:28:54.424,3.4923800000000003,20.097,0.988,0.004,2.082,43.8,5,13.5,1,33.66370392,-86.47891998,P15,28,P15L28
29,29,10/02/2020 06:35:48.017,3.5156199999999997,20.86,0.9279999999999999,0.004,1.944,71.7,5,99.3,1,33.66452789,-86.47917175,P15,29,P15L29
30,30,10/02/2020 06:52:27.441,3.4848800000000004,20.906999999999996,0.9940000000000001,0.004,1.959,39.1,6,55.4,1,33.68940735,-86.50126648,P15,30,P15L30
31,31,10/02/2020 06:53:29.905,3.4658300000000004,20.387999999999998,0.9940000000000001,0.004,2.045,33.0,7,22.7,1,33.69032669,-86.49885559,P15,31,P15L31
32,32,10/02/2020 06:55:40.056,3.52121,21.517,0.992,0.005,2.1,46.7,7,25.8,1,33.68968201,-86.50043488,P15,32,P15L32
33,33,10/02/2020 06:57:53.278,3.49698,20.209,0.993,0.004,2.0980000000000003,60.7,5,48.2,1,33.68916321,-86.49891663,P15,33,P15L33
34,34,10/02/2020 07:06:24.356,3.52316,18.336,0.991,0.004,2.0269999999999997,31.4,6,36.7,1,33.6961937,-86.52459717,P15,34,P15L34
35,35,10/02/2020 07:07:46.379,3.53641,21.624000000000002,0.9490000000000001,0.081,2.081,41.4,7,64.7,1,33.69675446,-86.52429199,P15,35,P15L35
36,36,10/16/2020 00:59:10.627,3.5459400000000003,12.353,0.8590000000000001,0.002,1.885,12.7,5,9.7,1,33.68384171,-86.5014801,P15,36,P15L36
37,37,10/16/2020 01:01:12.688,3.52455,10.782,0.972,0.002,1.8430000000000002,25.3,6,28.1,1,33.68713379,-86.49965668,P15,37,P15L37
38,38,10/16/2020 01:01:56.720,3.53104,11.68,0.977,0.002,2.074,8.6,9,3.0,1,33.68711853,-86.49876404,P15,38,P15L38
39,39,10/16/2020 01:02:29.488,3.52081,12.204,0.941,0.002,2.063,59.3,10,65.4,1,33.68759537,-86.49968719,P15,39,P15L39
40,40,10/16/2020 01:03:31.952,3.5428599999999997,9.75,0.978,0.002,2.085,35.9,5,10.4,1,33.68696976,-86.50287628,P15,40,P15L40
41,41,10/16/2020 01:03:50.384,3.5310300000000003,11.408,0.909,0.002,2.074,58.4,8,92.1,1,33.68745041,-86.50249481,P15,41,P15L41
42,42,10/16/2020 01:16:05.513,3.5427,9.807,0.971,0.002,1.982,37.2,6,22.1,1,33.66447067,-86.49196625,P15,42,P15L42
43,43,10/16/2020 01:17:03.881,3.53422,11.333,0.94,0.002,1.974,50.8,8,31.6,1,33.662998200000004,-86.4934082,P15,43,P15L43
44,44,10/16/2020 01:18:11.465,3.5410699999999995,11.265,0.93,0.002,2.076,8.2,5,8.2,1,33.66591263,-86.4927063,P15,44,P15L44
45,45,10/16/2020 01:20:36.054,3.5305199999999997,12.110999999999999,0.784,0.002,2.065,29.1,6,13.1,1,33.668319700000005,-86.49254608,P15,45,P15L45
46,46,10/16/2020 01:20:44.246,3.5326400000000002,10.73,0.971,0.002,2.0669999999999997,50.6,5,66.9,1,33.66794968,-86.49295044,P15,46,P15L46
47,47,10/16/2020 01:21:29.302,3.53874,9.806000000000001,0.93,0.002,1.966,56.7,6,56.3,1,33.66541672,-86.49531555,P15,47,P15L47
48,48,10/16/2020 01:25:11.612,3.52635,10.424000000000001,0.7240000000000001,0.002,1.821,59.2,5,65.6,1,33.66319656,-86.49510956,P15,48,P15L48
49,49,10/16/2020 01:37:36.675,3.4847,13.494000000000002,0.9129999999999999,0.002,1.962,52.7,6,84.1,1,33.65618515,-86.47667694,P15,49,P15L49
50,50,10/16/2020 01:44:30.883,3.4696800000000003,14.321,0.883,0.003,2.005,46.0,5,80.2,1,33.64676285,-86.48379517,P15,50,P15L50
51,51,10/16/2020 01:51:59.600,3.4898800000000003,14.44,0.9670000000000001,0.003,2.044,47.4,5,45.8,1,33.64393616,-86.47854614,P15,51,P15L51
52,52,10/16/2020 01:54:26.134,3.4958699999999996,15.052999999999999,0.976,0.003,2.092,63.8,6,69.1,1,33.64564514,-86.47989655,P15,52,P15L52
53,53,10/16/2020 01:57:32.502,3.49586,18.866,0.97,0.004,1.96,17.4,7,20.4,1,33.64676666,-86.47749329,P15,53,P15L53
54,54,10/16/2020 01:57:55.030,3.49854,17.859,0.9740000000000001,0.004,1.963,43.8,7,7.4,1,33.64832306,-86.47608185,P15,54,P15L54
55,55,10/16/2020 02:16:23.612,3.4935400000000003,23.303,0.9940000000000001,0.005,2.077,14.4,8,19.2,1,33.6733551,-86.48809814,P15,55,P15L55
56,56,10/16/2020 02:24:13.219,3.4742699999999997,21.539,0.975,0.004,1.885,28.4,5,29.7,1,33.68793106,-86.495224,P15,56,P15L56
57,57,10/16/2020 02:27:31.158,3.6455,23.508000000000003,0.9940000000000001,0.004,2.249,36.7,17,10.8,1,33.69197083,-86.49826813,P15,57,P15L57
